data,hora,pk,D_TRACAT_ALTIMETRIC,D_TIPUS_VIA,D_SENTITS_VIA,D_CLIMATOLOGIA,D_BOIRA,D_LLUMINOSITAT
29/11/2019,8.57,219.7,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
12/06/2013,5.48,52.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
25/07/2017,13.26,292.0,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
25/01/2013,11.56,227.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
18/08/2021,3.56,9.7,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
19/04/2022,6.37,25.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
26/10/2013,2.31,381.0,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
28/09/2019,21.52,160.5,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
16/08/2023,10.34,166.3,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Clar
06/08/2013,10.24,174.1,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
28/06/2013,7.21,434.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
06/11/2016,11.28,289.8,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
01/05/2018,14.22,165.0,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
17/07/2017,21.35,297.5,Pla,Carretera,Un sentit,Pluja,No es de el cas,Fosc
25/06/2012,14.31,167.2,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
17/01/2017,13.42,96.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
22/03/2018,2.51,160.7,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
09/12/2023,20.48,290.6,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
14/05/2018,8.0,168.4,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
26/07/2021,21.27,178.9,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
01/09/2015,17.1,109.5,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
24/11/2013,21.49,314.8,Pendent,Autovia,Un sentit,Boira,Boira,Fosc
21/03/2019,17.56,188.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
01/11/2012,7.4,36.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
16/12/2019,15.13,161.6,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
24/04/2010,4.11,56.0,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
03/07/2022,3.41,167.1,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
31/03/2013,16.18,454.5,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
08/06/2010,16.30,169.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
18/05/2020,17.36,48.8,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
08/09/2023,0.22,208.6,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
04/11/2016,7.30,379.0,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
09/07/2010,17.9,337.2,Rampa,Autovia,Doble sentit,Boira,Boira,Clar
11/10/2019,18.35,191.1,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Clar
28/08/2011,7.22,272.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
22/09/2012,19.13,163.2,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Clar
08/09/2012,2.7,360.3,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
16/09/2022,20.37,250.0,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
27/03/2021,2.48,17.1,Pendent,Carretera,Un sentit,Pluja,No es de el cas,Fosc
05/01/2019,16.42,131.7,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
04/09/2016,2.17,69.4,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
10/11/2016,18.38,213.4,Pendent,Carretera,Un sentit,Ennudesit,No es de el cas,Clar
11/06/2022,13.52,5.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
04/04/2018,15.14,292.5,Pla,Carretera,Un sentit,Ennudesit,No es de el cas,Clar
14/04/2013,14.37,419.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
21/05/2012,10.53,224.4,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
23/01/2010,2.45,437.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
31/05/2015,17.39,122.5,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
19/08/2015,6.27,92.5,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
18/03/2013,14.16,163.3,Pendent,Carretera,Un sentit,Ennudesit,No es de el cas,Clar
08/01/2019,4.48,178.1,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
05/12/2021,5.7,11.5,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
13/12/2011,6.37,189.9,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
01/02/2022,6.3,172.3,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
19/06/2013,19.19,324.6,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
08/05/2023,23.42,459.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
09/04/2018,19.21,449.7,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
15/05/2015,15.3,15.5,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Clar
31/01/2012,13.50,16.3,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
30/07/2016,19.1,168.7,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
29/02/2016,16.9,72.1,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Clar
21/06/2018,5.49,13.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
07/09/2021,0.38,206.9,Pendent,Autovia,Un sentit,Boira,Boira,Fosc
13/03/2016,21.54,84.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
21/12/2022,7.1,217.3,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
19/02/2019,16.44,322.5,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
28/05/2012,17.8,160.1,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
29/03/2017,14.44,396.6,Pendent,Autovia,Un sentit,Boira,Boira,Clar
12/03/2012,14.24,403.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
22/01/2010,21.47,464.2,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
09/07/2019,19.22,452.1,Rampa,Carretera,Un sentit,Ennudesit,No es de el cas,Clar
17/02/2020,8.31,411.3,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
28/09/2018,18.57,7.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
24/04/2012,12.59,387.6,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
09/04/2013,14.27,377.4,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
14/01/2020,3.45,306.5,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
11/02/2018,3.27,224.3,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
21/05/2013,12.20,149.6,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
27/04/2012,20.48,263.3,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
01/03/2019,17.40,167.0,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
04/04/2019,4.45,309.9,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
06/06/2017,18.38,241.7,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
07/03/2023,10.40,296.2,Rampa,Autovia,Un sentit,Boira,Boira,Clar
08/06/2013,9.30,468.1,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
07/02/2013,7.34,168.7,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
18/01/2011,18.5,41.5,Rampa,Carretera,Un sentit,Pluja,No es de el cas,Clar
10/05/2018,14.4,408.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
25/07/2012,7.53,14.6,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Clar
03/01/2010,13.49,295.5,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
01/01/2020,13.35,295.8,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
03/11/2017,7.17,458.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
12/01/2021,0.20,13.6,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
05/03/2011,3.35,19.6,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
19/10/2016,14.32,420.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
14/08/2015,4.55,325.0,Rampa,Carretera,Un sentit,Pluja,No es de el cas,Fosc
20/06/2020,5.9,362.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
03/08/2013,6.51,441.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
25/02/2023,5.2,270.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
26/04/2012,17.12,443.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
11/04/2010,16.11,222.5,Pendent,Carretera,Doble sentit,Ennudesit,No es de el cas,Clar
26/05/2017,0.55,306.3,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
23/10/2015,14.10,301.2,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
28/03/2018,23.25,242.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
05/01/2016,19.24,381.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
24/03/2013,6.29,7.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
07/11/2013,8.21,55.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
23/09/2018,0.33,230.6,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
31/08/2014,0.2,11.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
06/11/2018,16.47,160.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
09/02/2023,0.33,42.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
03/02/2013,7.43,21.3,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
11/08/2023,22.10,203.4,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
24/11/2010,9.18,93.3,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
12/04/2013,13.38,171.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
09/01/2012,22.41,169.4,Rampa,Carretera,Un sentit,Ennudesit,No es de el cas,Fosc
28/10/2014,3.3,425.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
17/08/2022,12.57,277.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
09/09/2012,6.15,162.1,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
10/02/2010,16.59,465.8,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
19/02/2021,12.52,101.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
08/08/2019,13.29,161.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
09/03/2014,4.7,254.2,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
31/01/2016,3.44,231.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
11/12/2019,16.28,102.2,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
06/03/2017,3.34,56.6,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
16/06/2011,6.49,12.6,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Fosc
02/01/2015,6.57,23.8,Pla,Carretera,Un sentit,Serè,No es de el cas,Fosc
19/12/2016,3.17,174.2,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
13/03/2019,15.57,315.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
30/10/2014,1.8,441.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
05/04/2017,3.47,6.4,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Fosc
19/11/2016,12.36,177.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
28/03/2019,9.19,167.2,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
23/03/2013,1.26,210.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
29/05/2013,0.5,379.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
13/08/2017,8.45,89.4,Pendent,Carretera,Doble sentit,Pluja,No es de el cas,Clar
24/10/2021,0.34,424.9,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
01/06/2018,17.28,170.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
01/03/2012,1.18,401.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
29/05/2012,21.12,447.5,Rampa,Carretera,Un sentit,Boira,Boira,Fosc
23/06/2010,16.27,320.6,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
29/08/2022,2.22,233.4,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
02/10/2011,17.37,343.7,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
30/01/2020,10.59,160.4,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
30/03/2010,2.47,299.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
08/12/2019,14.52,283.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
05/09/2010,21.34,448.0,Pla,Carretera,Un sentit,Serè,No es de el cas,Fosc
12/09/2019,16.14,224.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
21/11/2011,23.50,20.8,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
12/05/2020,7.49,83.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
05/08/2017,18.35,291.0,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
17/11/2018,8.42,164.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
27/10/2020,1.29,1.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
04/04/2018,14.2,234.4,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
02/10/2014,4.27,276.2,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
09/07/2018,19.20,243.1,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
23/11/2014,18.34,52.3,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
01/05/2011,1.0,219.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
21/04/2020,21.29,177.6,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
23/10/2018,12.24,431.8,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
06/08/2015,13.3,462.4,Pla,Autovia,Doble sentit,Boira,Boira,Clar
06/05/2013,6.8,0.5,Rampa,Autovia,Un sentit,Boira,Boira,Fosc
06/02/2023,10.50,101.2,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
14/08/2019,4.23,5.5,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
24/06/2017,8.30,317.0,Rampa,Autovia,Doble sentit,Boira,Boira,Clar
07/08/2019,6.2,79.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
26/07/2012,21.13,307.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
03/10/2012,23.43,316.2,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
30/10/2018,16.35,339.3,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
31/03/2016,0.22,39.2,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
22/09/2013,16.56,104.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
26/03/2020,6.21,220.3,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
11/01/2012,15.59,15.5,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
22/03/2023,13.41,353.5,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
28/07/2015,21.14,158.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
20/11/2021,22.49,264.9,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
15/11/2023,10.56,446.6,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
15/03/2013,18.4,447.0,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
27/03/2010,19.1,21.1,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
11/06/2014,11.52,1.4,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
19/01/2022,16.56,313.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
24/06/2011,16.35,309.1,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
28/10/2014,14.10,235.1,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Clar
25/11/2023,18.17,154.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
07/04/2013,18.52,96.2,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
31/03/2016,3.19,243.7,Pendent,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
25/07/2012,13.34,0.8,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Clar
26/04/2011,6.1,176.9,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
13/09/2014,4.25,176.2,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
01/02/2013,6.38,179.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
23/05/2016,0.25,204.5,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
23/03/2012,10.36,399.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
17/08/2022,3.46,41.6,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
30/07/2019,2.30,63.8,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
24/11/2021,19.50,96.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
05/07/2022,7.17,248.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
22/02/2018,9.20,292.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
09/12/2010,16.26,104.9,Pendent,Autovia,Un sentit,Boira,Boira,Clar
01/10/2019,16.53,94.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
28/04/2021,16.10,122.5,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Clar
28/08/2010,4.16,152.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
27/03/2011,14.33,3.4,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
25/03/2011,11.40,415.3,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
11/09/2016,6.46,342.4,Rampa,Carretera,Un sentit,Pluja,No es de el cas,Fosc
06/06/2014,13.8,7.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
17/05/2011,8.40,26.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
11/09/2016,10.42,375.2,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
27/12/2019,3.58,302.9,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Fosc
03/06/2020,23.16,308.0,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
10/06/2017,10.54,173.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
22/08/2012,7.31,441.1,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
03/11/2015,22.32,79.9,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
18/10/2013,20.23,319.9,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
28/04/2013,23.47,158.9,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
23/03/2012,1.14,3.4,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
28/07/2012,6.19,251.3,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
20/02/2021,14.25,463.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
16/07/2022,13.38,449.8,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
08/05/2014,19.39,18.1,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
27/07/2021,4.5,464.8,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
31/03/2019,19.11,339.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
06/01/2018,7.44,168.1,Rampa,Carretera,Un sentit,Pluja,No es de el cas,Clar
30/10/2016,13.37,6.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
02/09/2010,18.22,273.0,Pla,Autovia,Doble sentit,Boira,Boira,Clar
06/02/2015,20.35,265.2,Rampa,Carretera,Un sentit,Pluja,No es de el cas,Clar
06/05/2011,16.47,138.9,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
24/12/2022,13.29,174.3,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
27/02/2012,0.1,280.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
04/09/2017,8.57,54.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
26/02/2017,22.58,174.5,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
19/09/2023,17.24,175.6,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
09/09/2016,6.30,147.6,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
14/09/2011,19.27,307.4,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
10/03/2017,5.49,279.4,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
30/01/2013,21.24,178.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
12/08/2017,20.59,294.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
13/07/2013,22.44,292.4,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
13/06/2020,2.29,290.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
24/09/2019,11.10,336.6,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
05/05/2018,4.57,136.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
25/06/2010,23.2,233.9,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
02/11/2018,14.16,170.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
06/02/2014,13.2,302.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
24/03/2021,17.26,12.2,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
06/02/2011,22.15,441.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
25/10/2010,9.26,161.2,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
16/07/2011,8.24,15.2,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
11/04/2010,19.7,343.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
10/07/2016,4.16,281.9,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
11/12/2020,0.38,240.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
31/05/2019,1.5,168.9,Rampa,Autovia,Un sentit,Boira,Boira,Fosc
29/01/2012,21.27,73.9,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
08/01/2023,10.19,170.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/06/2010,2.43,168.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
29/11/2012,8.5,311.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
16/02/2023,12.6,439.9,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
20/12/2010,19.28,154.9,Pendent,Autovia,Un sentit,Boira,Boira,Clar
13/03/2016,23.21,86.8,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Fosc
22/03/2010,14.58,316.4,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
29/09/2011,16.45,460.5,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
05/04/2022,21.29,165.2,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
23/06/2023,12.59,446.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
03/07/2020,13.2,18.5,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
25/12/2010,13.54,379.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
27/02/2016,10.18,59.0,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
06/06/2015,13.23,307.3,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
01/09/2013,16.34,5.7,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Clar
22/03/2019,6.34,316.0,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
16/02/2014,20.14,165.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
05/08/2012,7.15,214.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
10/11/2021,20.57,321.1,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
16/11/2014,1.26,360.1,Pla,Carretera,Un sentit,Boira,Boira,Fosc
16/06/2021,23.23,5.5,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
03/09/2014,17.2,300.2,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
28/09/2013,14.13,166.5,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
04/01/2022,16.18,416.1,Pla,Autovia,Un sentit,Boira,Boira,Clar
04/08/2013,21.5,411.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
16/12/2019,17.52,2.2,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
28/12/2023,13.1,136.5,Pla,Carretera,Un sentit,Pluja,No es de el cas,Clar
25/07/2020,15.40,188.3,Pendent,Carretera,Doble sentit,Pluja,No es de el cas,Clar
09/04/2016,11.28,363.4,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
01/09/2012,17.9,397.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
19/04/2012,10.56,164.2,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
17/05/2013,2.10,160.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
12/11/2012,11.29,305.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
11/09/2020,6.51,415.7,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
06/05/2018,8.16,337.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
24/06/2022,10.31,344.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
21/12/2015,17.6,351.0,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
22/12/2011,0.19,124.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
14/04/2020,13.19,225.2,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
25/12/2011,17.9,300.2,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
16/05/2017,15.54,6.5,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
02/12/2013,6.56,98.2,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
09/07/2019,4.24,251.8,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
20/04/2022,0.36,131.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
